index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
448,provinces,1094,76,Topic 2,normal,provinc,270,9.83606557377049,266.03115192524945,46.12403067084293,7,78
87,parameters,1016,74,Topic 2,normal,paramet,272,10.327868852459014,267.59304282799644,48.76436639652009,7,78
458,measures,818,68,Topic 2,normal,measur,278,10.819672131147538,273.0579541578297,52.18576119154123,8,80
152,hospitalization,781,67,Topic 2,normal,hospit,279,11.311475409836062,273.5805349436169,54.72376905846694,8,80
8,countries,1220,66,Topic 2,normal,countri,280,11.803278688524586,274.0795918267002,57.27457851533621,8,80
114,cities,1200,61,Topic 2,normal,citi,285,12.29508196721311,278.46319909775497,60.68975818244845,8,82
247,distribution,1104,59,Topic 2,normal,distribut,287,12.786885245901633,279.8824115501952,63.52035661775811,8,82
147,epidemics,590,57,Topic 2,normal,epidem,289,13.278688524590157,281.27340399941056,66.37975747608888,8,83
111,spreading,494,54,Topic 2,normal,spread,292,13.77049180327868,283.60704384402277,69.50571690195376,8,84
540,death,866,54,Topic 2,negative,death,292,14.262295081967205,282.99999510826206,71.93749209364786,8,84
240,pneumonia,562,52,Topic 2,normal,pneumonia,294,14.754098360655728,284.30615108864816,74.8733093509212,8,84
28,contacts,1474,49,Topic 2,normal,contact,297,15.245901639344252,286.5474223782681,78.09977418898482,8,85
193,people,539,47,Topic 2,normal,peopl,299,15.737704918032776,287.7915253197047,81.09893929120005,8,86
263,growth,730,41,Topic 2,normal,growth,305,16.2295081967213,292.84571146983853,85.24311862974082,8,88
109,reproduction,576,39,Topic 2,normal,reproduct,307,16.721311475409827,294.01867178965557,88.3290475384332,8,88
248,interval,782,37,Topic 2,normal,interv,309,17.213114754098353,295.1600911017212,91.44135071631239,8,89
323,probability,507,35,Topic 2,normal,probabl,311,17.70491803278688,296.269603429852,94.57971285385801,8,89
432,intervention,804,35,Topic 2,normal,intervent,311,18.196721311475404,295.4468660512898,97.11925319148212,8,89
367,incidence,651,33,Topic 2,normal,incid,313,18.68852459016393,296.4969098294984,100.29248457166817,9,90
150,incubation,610,31,Topic 2,normal,incub,315,19.180327868852455,297.5141070668533,103.4908503019129,9,91
658,reports,405,30,Topic 2,normal,report,316,19.67213114754098,297.55646966028377,106.37738182202362,9,91
568,diagnosis,316,29,Topic 2,normal,diagnosi,317,20.163934426229506,297.57112999603635,109.272240724175,9,91
190,travel,817,28,Topic 2,normal,travel,318,20.65573770491803,297.55794845487696,112.17516352261214,9,91
74,scenarios,421,27,Topic 2,normal,scenario,319,21.147540983606557,297.5167879048843,115.08588495015388,9,92
262,weeks,623,26,Topic 2,normal,week,320,21.639344262295083,297.44751372172806,118.00413798152327,9,92
331,onset,408,25,Topic 2,normal,onset,321,22.13114754098361,297.3499938087299,120.92965385689442,9,92
256,admission,271,24,Topic 2,normal,admiss,322,22.622950819672134,297.2240986167047,123.8621621056544,9,93
609,mortality,336,24,Topic 2,normal,mortal,322,23.11475409836066,296.1499807265408,126.40881660576335,9,93
489,strategies,231,23,Topic 2,normal,strategi,323,23.606557377049185,295.97036014930256,129.3466115253591,9,93
255,severity,229,22,Topic 2,negative,sever,324,24.09836065573771,295.7620586374519,132.29060688702148,9,93
77,exposures,393,21,Topic 2,normal,exposur,325,24.590163934426236,295.5249567699766,135.24052619722923,9,93
710,peak,294,21,Topic 2,normal,peak,325,25.081967213114762,294.3532355011532,137.77217698070476,9,93
80,quarantine,414,20,Topic 2,normal,quarantin,326,25.573770491803288,294.06185725745905,140.72534990645354,9,94
261,surveillance,315,18,Topic 2,normal,surveil,328,26.065573770491813,294.63969450995893,144.1230391681985,9,94
339,government,138,18,Topic 2,normal,govern,328,26.55737704918034,293.3917629710449,146.64676409911743,9,94
546,trend,264,18,Topic 2,normal,trend,328,27.049180327868864,292.1222150591708,149.15968446240277,9,94
484,counts,255,17,Topic 2,normal,count,329,27.54098360655739,291.71782462948147,152.12399808525646,9,95
1422,characteristics,118,17,Topic 2,normal,characterist,329,28.032786885245915,290.40132464910505,154.62234845598834,9,95
202,point,264,16,Topic 2,normal,point,330,28.52459016393444,289.9420408688589,157.58684252437118,9,95
1013,illness,157,16,Topic 2,negative,ill,330,29.016393442622967,288.57871608424307,160.06974924441482,9,95
1217,curve,171,16,Topic 2,normal,curv,330,29.508196721311492,287.1941295399512,162.54086242477536,9,95
451,proportion,147,15,Topic 2,normal,proport,331,30.000000000000018,286.6544086526491,165.50000000000009,9,95
597,fever,148,15,Topic 2,negative,fever,331,30.491803278688543,285.2232825428105,167.95439588026292,9,95
337,stage,178,14,Topic 2,normal,stage,332,30.98360655737707,284.6284565213423,170.91121010126392,9,95
27,ratio,136,13,Topic 2,normal,ratio,333,31.475409836065595,284.00382235691916,173.87014949858278,9,96
324,delay,298,13,Topic 2,negative,delay,333,31.96721311475412,282.50094887149714,176.30148577565578,9,96
198,forecast,270,12,Topic 2,normal,forecast,334,32.459016393442646,281.8210369809439,179.2565287931947,9,96
545,prevention,88,12,Topic 2,normal,prevent,334,32.95081967213117,280.27201002183546,181.66893074579417,9,96
321,reduction,180,11,Topic 2,normal,reduct,335,33.44262295081969,279.5367714441388,184.61904942499112,9,96
569,history,105,11,Topic 2,normal,histori,335,33.93442622950821,277.9417995401273,187.01164687899973,9,96
606,fatality,106,11,Topic 2,normal,fatal,335,34.426229508196734,276.32634957790714,189.39046578153892,9,96
725,air,96,11,Topic 2,normal,air,335,34.918032786885256,274.6905405798003,191.755330867168,9,96
886,duration,100,11,Topic 2,normal,durat,335,35.40983606557378,273.0344930681318,194.10606789852886,9,96
81,compartments,143,10,Topic 2,normal,compart,336,35.9016393442623,272.16835391920443,197.02889921255377,9,97
113,progression,97,10,Topic 2,normal,progress,336,36.39344262295082,270.4671337476178,199.35779283074993,9,97
488,containment,104,10,Topic 2,normal,contain,336,36.885245901639344,268.74598623254576,201.67199826425173,9,97
677,sources,98,10,Topic 2,normal,sourc,336,37.377049180327866,267.00503818384203,203.97134500817768,9,97
726,transportation,186,10,Topic 2,normal,transport,336,37.86885245901639,265.24441787021465,206.25566365239757,9,97
869,situation,81,10,Topic 2,normal,situat,336,38.36065573770491,263.4642550097747,208.524785894014,9,97
1708,person,118,10,Topic 2,normal,person,336,38.85245901639343,261.6646807604796,210.7785445497627,9,97
1738,location,143,10,Topic 2,normal,locat,336,39.344262295081954,259.8458277104693,213.01677356832982,9,97
326,movement,101,9,Topic 2,normal,movement,337,39.836065573770476,258.7757103143343,215.87990122128494,9,97
590,cough,49,9,Topic 2,normal,cough,337,40.327868852459,256.9131762919076,218.09314488906617,9,97
1431,concerns,25,9,Topic 2,negative,concern,337,40.81967213114752,255.03171354775796,220.2903199981659,9,97
1717,migration,176,9,Topic 2,normal,migrat,337,41.31147540983604,253.13146070336532,222.47126466620497,9,97
76,policies,97,8,Topic 2,normal,polici,338,41.803278688524564,251.95799562148554,225.30239333483226,9,97
556,beds,132,8,Topic 2,normal,bed,338,42.295081967213086,250.01483497235887,227.4567701646714,9,97
603,recovery,67,8,Topic 2,positive,recoveri,338,42.78688524590161,248.05325385408344,229.59438854728492,9,97
1105,mobility,153,8,Topic 2,normal,mobil,338,43.27868852459013,246.073396791061,231.7150909882847,9,97
156,increase,50,7,Topic 2,normal,increas,339,43.77049180327865,244.79752625082955,234.5104926042211,9,97
264,pandemic,37,7,Topic 2,normal,pandem,339,44.262295081967174,242.77559183857952,236.6030684657903,9,97
298,evidence,77,7,Topic 2,normal,evid,339,44.754098360655696,240.7357703265498,238.67821200369895,9,97
322,volume,133,7,Topic 2,normal,volum,339,45.24590163934422,238.67821200369926,240.73577032654947,9,97
342,assumption,68,7,Topic 2,normal,assumpt,339,45.73770491803274,236.60306846579064,242.77559183857915,9,97
539,importations,189,7,Topic 2,normal,import,339,46.22950819672126,234.51049260422144,244.79752625082915,9,97
633,status,152,7,Topic 2,normal,statu,339,46.721311475409784,232.4006385947593,246.80142459221764,9,97
669,panel,111,7,Topic 2,normal,panel,339,47.21311475409831,230.2736618861826,248.7871392205153,9,97
732,comorbidities,152,7,Topic 2,normal,comorbid,339,47.70491803278683,228.1297191888276,250.75452383322352,9,97
882,uncertainty,102,7,Topic 2,normal,uncertainti,339,48.19672131147535,225.9689684630422,252.7034334783535,9,97
1233,articles,62,7,Topic 2,normal,articl,339,48.68852459016387,223.79156890754783,254.633724565106,9,97
1415,residents,96,7,Topic 2,normal,resid,339,49.180327868852395,221.59768094771027,256.54525487445056,9,97
1501,series,79,7,Topic 2,normal,seri,339,49.67213114754092,219.38746622371974,258.4378835696041,9,97
1715,traffic,154,7,Topic 2,normal,traffic,339,50.16393442622944,217.1610875786817,260.31147120640713,9,97
203,staff,105,6,Topic 2,normal,staff,340,50.65573770491796,215.5526875393818,262.9392304213079,9,98
447,humidity,107,6,Topic 2,normal,humid,340,51.14754098360648,213.28781293726024,264.77973648381834,9,98
645,infectiousness,114,6,Topic 2,normal,infecti,340,51.639344262295005,211.00722382132415,266.6007342360812,9,98
672,management,40,6,Topic 2,normal,manag,340,52.13114754098353,208.7110882196884,268.4020895115264,9,98
676,household,101,6,Topic 2,normal,household,340,52.62295081967205,206.3995753058945,270.18366959079225,9,98
787,respondents,111,6,Topic 2,normal,respond,340,53.11475409836057,204.0728553864456,271.9453432115043,9,98
1028,epidemiologic,22,6,Topic 2,normal,epidemiolog,340,53.60655737704909,201.73109988825928,273.6869805779463,9,98
1092,tracing,117,6,Topic 2,normal,trace,340,54.098360655737615,199.37448134603696,275.40845337062325,9,98
1224,monitoring,186,6,Topic 2,normal,monitor,340,54.59016393442614,197.0031733895521,277.10963475571555,9,98
1312,paper,94,6,Topic 2,normal,paper,340,55.08196721311466,194.61735073085754,278.7903993944239,9,98
1752,centers,40,6,Topic 2,normal,center,340,55.57377049180318,192.21718915141307,280.45062345220396,9,98
1879,coefficient,60,6,Topic 2,normal,coeffici,340,56.0655737704917,189.80286548913452,282.0901846078901,9,98
2164,women,126,6,Topic 2,normal,women,340,56.557377049180225,187.37455762536456,283.7089620627077,9,98
477,pi,71,5,Topic 2,normal,pi,341,57.04918032786875,185.47636342609567,286.14597430372993,9,98
504,researches,47,5,Topic 2,normal,research,341,57.54098360655727,183.01340215113626,287.727465899706,9,98
565,dates,50,5,Topic 2,normal,date,341,58.03278688524579,180.53695690540172,289.2877584539953,9,98
1743,effort,19,5,Topic 2,normal,effort,341,58.52459016393431,178.04721014719783,290.8267370081361,9,98
1877,routes,52,5,Topic 2,normal,rout,341,59.016393442622835,175.54434531485285,292.344288174029,9,98
1921,lockdown,77,5,Topic 2,normal,lockdown,341,59.50819672131136,173.02854681320193,293.84030014229086,9,98
