index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
499,nm,195,6,Topic 4,normal,nm,340,288.4931506849307,107.8450381202916,-322.4429372041398,9,98
521,flow,89,6,Topic 4,normal,flow,340,289.31506849314985,112.45928265372311,-320.8627584264182,9,98
1525,loss,206,6,Topic 4,negative,loss,340,290.136986301369,117.05038526773366,-319.2165523726411,9,98
1864,challenge,37,6,Topic 4,normal,challeng,340,290.95890410958816,121.61740120325786,-317.5046577997964,9,98
93,trimers,47,5,Topic 4,normal,trimer,341,291.7808219178073,126.53044768914373,-316.65603706164336,9,98
290,ion,110,5,Topic 4,normal,ion,341,292.60273972602647,131.0597584463991,-314.80841747953866,9,98
495,virion,69,5,Topic 4,normal,virion,341,293.4246575342456,135.5620996703464,-312.89601648625546,9,98
735,dose,49,5,Topic 4,normal,dose,341,294.2465753424648,140.03654486727714,-310.91922761649056,9,98
809,supplementation,40,5,Topic 4,normal,supplement,341,295.06849315068393,144.48217328394,-308.87845765470524,9,98
1180,airway,89,5,Topic 4,normal,airway,341,295.8904109589031,148.89807009701232,-306.7741265514176,9,98
1362,tract,42,5,Topic 4,normal,tract,341,296.71232876712224,153.2833266013538,-304.6066673367848,9,98
1792,substrate,88,5,Topic 4,normal,substrat,341,297.5342465753414,157.63704039699974,-302.3765260314939,9,98
1872,plasma,80,5,Topic 4,normal,plasma,341,298.35616438356055,161.9583155748584,-300.0841615549788,9,98
2499,tumor,148,5,Topic 4,normal,tumor,341,299.1780821917797,166.2462629010699,-297.7300456309849,9,98
