index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
708,ZIKV,641,16,Topic 6,normal,zikv,330,79.83050847457615,58.2650169176712,324.8156212431654,9,95
116,South,185,15,Topic 6,normal,south,331,80.33898305084733,55.54798478104995,326.30571767403075,9,95
558,ICU,225,15,Topic 6,normal,icu,331,80.84745762711852,52.650017182313576,326.78582541276495,9,95
318,Supplementary,228,14,Topic 6,normal,supplementari,332,81.3559322033897,49.89819879415694,328.2288374855244,9,95
98,S2,218,13,Topic 6,normal,s2,333,81.86440677966088,47.12490329272756,329.64866674939105,9,96
849,Screening,226,13,Topic 6,normal,screen,333,82.37288135593207,44.197600585480224,330.0538927243343,9,96
192,NCP,280,12,Topic 6,normal,ncp,334,82.88135593220325,41.39074137350487,331.4254162380303,9,96
494,ORF,272,12,Topic 6,normal,orf,334,83.38983050847443,38.447896814572964,331.77968477671436,9,96
554,US,145,12,Topic 6,normal,us,334,83.89830508474562,35.50202420622094,332.1078232701857,9,96
898,mM,305,12,Topic 6,normal,mm,334,84.4067796610168,32.553355557182215,332.40980587516924,9,96
993,phenotyping,248,12,Topic 6,normal,phenotyp,334,84.91525423728798,29.602123096398564,332.6856088083548,9,96
1337,IgG,249,12,Topic 6,normal,igg,334,85.42372881355917,26.648559254730646,332.93521034827046,9,96
542,WHO,68,11,Topic 6,normal,who,335,85.93220338983035,23.763833462959308,334.1560716478824,9,96
706,Zika,400,11,Topic 6,normal,zika,335,86.44067796610153,20.79744999220437,334.35380373763024,9,96
731,Unit,90,11,Topic 6,normal,unit,335,86.94915254237272,17.829428572130826,334.5252030517152,9,96
1087,CFR,249,11,Topic 6,normal,cfr,335,87.4576271186439,14.860002955850936,334.67025609120407,9,96
1336,IgM,155,11,Topic 6,normal,igm,335,87.96610169491508,11.889407007067538,334.7889514321228,9,96
1383,II,194,11,Topic 6,normal,ii,335,88.47457627118627,8.917874681655604,334.8812797263566,9,96
166,LAMP,159,10,Topic 6,normal,lamp,336,88.98305084745745,5.9633881883685795,335.9470761910495,9,97
443,WT,229,10,Topic 6,normal,wt,336,89.49152542372863,2.9818115137756247,335.986768787249,9,97
555,Capacity,158,10,Topic 6,normal,capac,336,89.99999999999982,1.0650718877930228e-12,336.0,9,97
860,RTPCR,131,10,Topic 6,normal,rtpcr,336,90.508474576271,-2.981811513773495,335.986768787249,9,97
1012,December,45,10,Topic 6,normal,decemb,336,91.01694915254218,-5.963388188366375,335.9470761910496,9,97
1232,Searches,178,10,Topic 6,normal,search,336,91.52542372881337,-8.94449520309118,335.8809253374801,9,97
470,IFN,255,9,Topic 6,normal,ifn,337,92.03389830508455,-11.960388541435881,336.7876914406729,9,97
572,SIR,99,9,Topic 6,normal,sir,337,92.54237288135573,-14.948719391406046,336.6682874708531,9,97
610,Eq,232,9,Topic 6,normal,eq,337,93.05084745762692,-17.935872921812983,336.52236844306884,9,97
704,CD8,110,9,Topic 6,normal,cd8,337,93.5593220338981,-20.921613872752637,336.3499458494968,9,97
917,Cancer,192,9,Topic 6,normal,cancer,337,94.06779661016928,-23.90570709557179,336.15103326966096,9,97
924,MERS,110,9,Topic 6,normal,mer,337,94.57627118644047,-26.88791757138777,335.9256463693629,9,97
965,IBV,472,9,Topic 6,normal,ibv,337,95.08474576271165,-29.86801042959762,335.673802899448,9,97
1015,World,22,9,Topic 6,normal,world,337,95.59322033898283,-32.845750966376265,335.3955226944075,9,97
119,Iran,114,8,Topic 6,normal,iran,338,96.10169491525401,-35.9271981488082,336.0851624710265,9,97
180,Market,83,8,Topic 6,normal,market,338,96.6101694915252,-38.90835066863751,335.7530941752381,9,97
325,Japan,103,8,Topic 6,normal,japan,338,97.11864406779638,-41.88643887498176,335.3945828995639,9,97
358,IL6,167,8,Topic 6,normal,il6,338,97.62711864406756,-44.861228221896646,335.0096568793546,9,97
684,doiorg10,77,8,Topic 6,normal,doiorg10,338,98.13559322033875,-47.83248442324679,334.59834643031314,9,97
996,File,186,8,Topic 6,normal,file,338,98.64406779660993,-50.79997347115758,334.16068394610653,9,97
1014,CDC,59,8,Topic 6,normal,cdc,338,99.15254237288111,-53.763461654444974,333.69670389581466,9,97
1133,RdRp,213,8,Topic 6,normal,rdrp,338,99.6610169491523,-56.7227155770217,333.206442821216,9,97
265,doiorg101101202003,83,7,Topic 6,normal,doiorg101101202003,339,100.16949152542348,-59.85406283360557,333.6742290952521,9,97
332,Ebola,77,7,Topic 6,normal,ebola,339,100.67796610169466,-62.8128774655303,333.12991823686485,9,97
369,SI,70,7,Topic 6,normal,si,339,101.18644067796585,-65.76674512992379,332.5593709926329,9,97
483,Mainland,53,7,Topic 6,normal,mainland,339,101.69491525423703,-68.71543318838422,331.9626322972703,9,97
571,MHC,160,7,Topic 6,normal,mhc,339,102.20338983050821,-71.65870941044112,331.33974914825717,9,97
709,Seasonality,131,7,Topic 6,normal,season,339,102.7118644067794,-74.59634199184521,330.6907706021377,9,97
2029,Africa,44,7,Topic 6,normal,africa,339,103.22033898305058,-77.52809957282467,330.0157477706574,9,97
14,mNGS,57,6,Topic 6,normal,mng,340,103.72881355932176,-80.69107795617744,330.28616371000174,9,98
58,Sprotein,70,6,Topic 6,normal,sprotein,340,104.23728813559295,-83.61900487573516,329.5570694486644,9,98
213,NP,133,6,Topic 6,normal,np,340,104.74576271186413,-86.54034619503364,328.8020201891158,9,98
245,PDB,66,6,Topic 6,normal,pdb,340,105.25423728813531,-89.45487183735564,328.0210753969359,9,98
251,Singapore,115,6,Topic 6,normal,singapor,340,105.7627118644065,-92.36235226276756,327.2142965771643,9,98
576,ExoN,243,6,Topic 6,normal,exon,340,106.27118644067768,-95.26255848619749,326.38174726945715,9,98
650,HIV1,117,6,Topic 6,normal,hiv1,340,106.77966101694886,-98.15526209546948,325.52349304308234,9,98
663,ER,82,6,Topic 6,normal,er,340,107.28813559322005,-101.0402352692926,324.6396014917558,9,98
711,NTS,108,6,Topic 6,normal,nt,340,107.79661016949123,-103.91725079520343,323.7301422283177,9,98
863,CD4,108,6,Topic 6,normal,cd4,340,108.30508474576241,-106.78608208746088,322.7951868792502,9,98
1010,OR,74,6,Topic 6,normal,or,340,108.8135593220336,-109.64650320489135,321.8348090790363,9,98
1269,mL,36,6,Topic 6,normal,ml,340,109.32203389830478,-112.49828886868302,320.8490844643605,9,98
95,CTD,283,5,Topic 6,normal,ctd,341,109.83050847457596,-115.68045334624662,320.77879093482295,9,98
129,miRNAs,204,5,Topic 6,normal,mirna,341,110.33898305084715,-118.52262983283823,319.7395599820391,9,98
241,GenBank,76,5,Topic 6,normal,genbank,341,110.84745762711833,-121.35547180674457,318.6751472307849,9,98
268,RaTG13,96,5,Topic 6,normal,ratg13,341,111.35593220338951,-124.17875616121059,317.5856365112481,9,98
359,CRP,95,5,Topic 6,normal,crp,341,111.8644067796607,-126.99226054221279,316.47111363026283,9,98
399,RNase,250,5,Topic 6,normal,rnase,341,112.37288135593188,-129.79576336597117,315.3316663645515,9,98
543,Rt,70,5,Topic 6,normal,rt,341,112.88135593220306,-132.58904383640052,314.16738445381156,9,98
724,Hand,180,5,Topic 6,normal,hand,341,113.38983050847425,-135.37188196249983,312.9783595936483,9,98
738,France,61,5,Topic 6,normal,franc,341,113.89830508474543,-138.14405857567806,311.76468542835255,9,98
786,Shanghai,109,5,Topic 6,normal,shanghai,341,114.40677966101661,-140.90535534701516,310.5264575435262,9,98
884,UK,50,5,Topic 6,normal,uk,341,114.9152542372878,-143.65555480445724,309.26377345855366,9,98
894,RTqPCR,39,5,Topic 6,normal,rtqpcr,341,115.42372881355898,-146.39444034994415,307.97673261892146,9,98
895,RTLAMP,70,5,Topic 6,normal,rtlamp,341,115.93220338983016,-149.12179627646776,306.6654363883867,9,98
975,RNAseq,65,5,Topic 6,normal,rnaseq,341,116.44067796610135,-151.8374077850609,305.3299880409933,9,98
1168,mixes,67,5,Topic 6,normal,mix,341,116.94915254237253,-154.54106100171362,303.97049275293915,9,98
1310,IAV,138,5,Topic 6,normal,iav,341,117.45762711864371,-157.23254299421828,302.5870575942918,9,98
1341,Chest,35,5,Topic 6,normal,chest,341,117.9661016949149,-159.9116417889388,301.17979152055693,9,98
1385,HCoV19,65,5,Topic 6,normal,hcov19,341,118.47457627118608,-162.57814638750529,299.7488053640963,9,98
1482,Authorization,15,5,Topic 6,normal,author,341,118.98305084745726,-165.23184678343182,298.2942118253998,9,98
1810,CD,51,5,Topic 6,normal,cd,341,119.49152542372845,-167.87253397865578,296.816125464209,9,98
