index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
172,pangolins,80,5,Topic 1,normal,pangolin,341,172.37288135593312,-337.98311537236714,45.259404803743884,9,98
188,identities,56,5,Topic 1,normal,ident,341,172.88135593220431,-338.37145789571434,42.258212001087,9,98
224,microbiome,69,5,Topic 1,normal,microbiom,341,173.3898305084755,-338.7331512241313,39.25369105918332,9,98
272,homology,46,5,Topic 1,normal,homolog,341,173.8983050847467,-339.06816687165735,36.24607860574606,9,98
428,potential,14,5,Topic 1,normal,potenti,341,174.4067796610179,-339.376478453392,33.23561151196685,9,98
523,identification,93,5,Topic 1,normal,identif,341,174.9152542372891,-339.6580616875724,30.22252687386145,9,98
674,categories,148,5,Topic 1,normal,categori,341,175.4237288135603,-339.91289439748624,27.207061993595552,9,98
728,usage,91,5,Topic 1,normal,usag,341,175.9322033898315,-340.1409565132181,24.189454360796503,9,98
854,dengue,138,5,Topic 1,normal,dengu,341,176.4406779661027,-340.34223007323004,21.169941633848936,9,98
1174,metagenomics,56,5,Topic 1,normal,metagenom,341,176.9491525423739,-340.51669922577616,18.148761621176906,9,98
1215,errors,82,5,Topic 1,negative,error,341,177.4576271186451,-340.6643502301513,15.126152262515728,9,98
1286,pocket,112,5,Topic 1,normal,pocket,341,177.9661016949163,-340.785171457773,12.102351610172027,9,98
1531,input,74,5,Topic 1,normal,input,341,178.4745762711875,-340.8791533930975,9.07759781027495,9,98
1627,clade,82,5,Topic 1,normal,clade,341,178.98305084745868,-340.94628863436884,6.052129084021504,9,98
2030,stool,57,5,Topic 1,normal,stool,341,179.49152542372988,-340.9865718942022,3.0261837089136963,9,98
